id,Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Seat comfort,Inflight wifi service,Inflight entertainment,Online support,Ease of Online booking,On-board service,Leg room service,Baggage handling,Checkin service,Cleanliness,Online boarding,Departure Delay in Minutes,Arrival Delay in Minutes,target,Inflight_entertainment_wifi,Online_support_ease_booking,Onboard_service_legroom
1738,Male,Loyal Customer,32,Personal Travel,Eco,6.727431724850855,4,5,4,5,5,4,3,3,1,3,5,0.0,0.0,1,20,25,12
1739,Male,Loyal Customer,49,Personal Travel,Eco,7.748028524432376,0,2,0,2,2,3,5,4,3,4,2,0.6931471805599453,0.0,1,0,4,15
1740,Female,disloyal Customer,37,Business travel,Eco,7.1252830915107115,1,4,1,4,4,2,3,1,4,2,4,0.0,0.0,0,4,16,6
1741,Female,Loyal Customer,55,Business travel,Business,7.608374474380783,1,4,5,4,2,2,2,2,4,2,4,0.0,0.0,1,20,8,4
1742,Female,Loyal Customer,37,Personal Travel,Eco Plus,7.52294091807237,4,3,4,3,3,4,2,5,5,4,3,2.0794415416798357,1.6094379124341003,1,12,9,8
1743,Male,disloyal Customer,18,Business travel,Business,7.658227526161352,5,2,4,2,2,5,4,5,5,4,2,0.0,0.0,1,8,4,20
1744,Male,Loyal Customer,35,Personal Travel,Eco,7.570443252057374,5,2,5,2,2,4,3,3,5,4,2,0.0,0.0,1,10,4,12
1745,Female,Loyal Customer,57,Personal Travel,Eco Plus,7.118826249062078,4,4,4,5,3,3,4,3,5,3,4,0.0,0.0,0,16,15,12
1746,Male,Loyal Customer,43,Business travel,Business,8.140898460607852,3,3,3,3,1,3,3,4,3,3,3,5.493061443340548,5.631211781821365,0,9,3,9
1747,Male,Loyal Customer,36,Personal Travel,Eco,7.21081845347222,3,4,0,4,4,5,3,4,3,5,4,4.465908118654584,4.143134726391533,0,0,16,15
1748,Female,Loyal Customer,9,Personal Travel,Eco,7.804659297056102,4,4,3,3,2,2,4,2,3,2,1,3.2188758248682006,2.772588722239781,1,12,6,8
1749,Female,Loyal Customer,51,Business travel,Business,7.68662133494462,1,3,4,3,5,5,5,3,1,5,2,2.3978952727983707,0.6931471805599453,1,12,15,25
1750,Female,Loyal Customer,51,Business travel,Business,6.784457062637643,1,4,5,5,4,4,5,4,4,4,3,0.0,0.0,1,20,20,20
1751,Male,disloyal Customer,22,Business travel,Eco,8.265907334155747,1,1,2,2,4,4,4,5,2,3,2,3.784189633918261,4.060443010546419,0,2,8,16
1752,Female,Loyal Customer,24,Business travel,Business,7.950502434808851,5,5,4,5,5,5,2,5,5,4,5,1.6094379124341003,0.0,1,20,25,10
1753,Male,Loyal Customer,59,Business travel,Eco Plus,7.2909747781429814,1,1,1,1,1,4,5,4,3,3,1,0.0,0.0,0,1,1,20
1754,Male,Loyal Customer,10,Personal Travel,Eco,7.157735484249907,1,5,1,5,5,2,4,3,4,3,5,0.0,0.0,0,5,25,8
1755,Female,Loyal Customer,56,Business travel,Eco,5.3981627015177525,5,5,2,2,5,5,5,5,4,5,1,1.0986122886681098,0.0,1,10,10,25
1756,Male,Loyal Customer,10,Personal Travel,Eco,7.512071245835466,2,1,2,1,1,4,3,5,3,5,1,0.0,0.0,0,2,1,12
1757,Male,Loyal Customer,70,Personal Travel,Eco,7.233455418621439,1,5,1,5,5,5,4,5,3,5,5,0.0,0.0,0,5,25,20
1758,Female,disloyal Customer,30,Business travel,Eco,7.177782416195197,3,5,3,5,5,4,3,3,1,3,5,2.1972245773362196,0.6931471805599453,0,15,25,12
1759,Female,Loyal Customer,41,Business travel,Business,7.720017940432244,1,2,4,5,4,4,5,4,1,4,5,3.784189633918261,3.9318256327243257,1,8,20,20
1760,Male,Loyal Customer,54,Business travel,Business,4.02535169073515,0,2,4,4,3,3,3,3,4,3,3,0.0,0.0,1,8,12,9
1761,Male,Loyal Customer,49,Business travel,Business,7.367077059881012,2,5,5,4,5,5,5,5,4,5,5,0.0,0.0,1,25,20,25
1762,Female,Loyal Customer,44,Business travel,Business,8.192847134592865,3,4,4,5,5,5,5,5,4,5,4,2.0794415416798357,2.6390573296152584,1,16,25,25
1763,Female,Loyal Customer,19,Personal Travel,Eco,7.586803535162581,5,5,3,1,4,4,5,4,4,4,1,0.0,0.0,1,15,4,20
1764,Female,Loyal Customer,35,Business travel,Business,7.952615111651,5,5,1,1,5,5,5,4,3,5,5,0.0,0.0,1,5,5,25
1765,Female,Loyal Customer,52,Personal Travel,Eco Plus,6.455198563340122,3,5,4,4,4,4,3,4,3,4,4,0.0,3.044522437723423,0,20,16,12
1766,Female,Loyal Customer,23,Business travel,Business,8.421783006611578,4,4,4,4,4,3,5,4,2,4,4,2.3978952727983707,2.1972245773362196,0,16,16,15
1767,Female,disloyal Customer,39,Business travel,Business,7.886081401775745,3,3,3,3,3,5,4,5,1,5,3,0.0,2.772588722239781,0,9,9,20
1768,Male,Loyal Customer,51,Business travel,Eco,7.473069088032197,3,4,3,4,4,4,1,2,4,3,4,4.574710978503383,4.499809670330265,0,12,16,4
1769,Male,Loyal Customer,16,Business travel,Business,8.142063283104147,4,4,4,4,4,5,4,4,4,4,4,0.0,0.0,1,16,16,20
1770,Male,disloyal Customer,25,Business travel,Business,7.909856667269403,0,4,0,3,4,4,2,4,4,5,4,0.0,0.0,1,0,12,8
1771,Male,disloyal Customer,26,Business travel,Business,7.981049759665957,0,1,0,1,1,5,5,4,5,4,1,0.0,1.0986122886681098,1,0,1,25
1772,Female,Loyal Customer,31,Business travel,Business,7.591357046698551,3,4,4,4,4,3,3,3,2,2,4,0.0,0.0,1,16,16,9
1773,Female,Loyal Customer,25,Personal Travel,Eco Plus,7.8804263442924,3,5,4,4,5,5,5,5,3,5,4,1.9459101490553132,0.0,1,20,20,25
1774,Male,Loyal Customer,48,Business travel,Business,8.056109659545061,2,3,4,5,5,5,5,5,3,5,4,0.0,0.0,1,12,25,25
1775,Male,Loyal Customer,22,Business travel,Business,7.9229859587111955,3,3,3,3,3,4,4,3,2,3,3,1.9459101490553132,0.0,0,9,9,16
1776,Male,Loyal Customer,38,Personal Travel,Eco,7.56734567601324,1,3,1,3,3,2,4,4,2,4,3,0.0,0.0,0,3,9,8
1777,Female,disloyal Customer,20,Business travel,Eco,7.697575346802343,2,3,2,2,3,3,3,1,1,2,3,2.772588722239781,2.1972245773362196,0,6,6,9
1778,Male,Loyal Customer,34,Business travel,Business,5.942799375126701,2,3,4,5,5,5,5,5,3,5,5,0.0,0.0,1,12,25,25
1779,Male,Loyal Customer,17,Personal Travel,Eco,7.495541943884256,1,1,1,1,1,3,4,5,5,4,1,0.0,1.791759469228055,0,1,1,12
1780,Male,Loyal Customer,43,Personal Travel,Eco,7.772752716468742,4,3,4,4,3,4,5,3,3,4,3,3.912023005428146,3.4965075614664802,0,12,12,20
1781,Male,Loyal Customer,33,Business travel,Business,7.647786045440933,2,2,2,2,2,3,1,3,3,4,2,3.5263605246161616,3.044522437723423,0,4,4,3
1782,Male,Loyal Customer,53,Business travel,Business,6.137727054086234,5,3,4,4,5,5,5,5,4,5,3,0.0,0.0,1,12,20,25
1783,Female,Loyal Customer,39,Business travel,Eco Plus,7.727094484779841,3,3,3,3,3,4,5,2,4,1,3,1.6094379124341003,2.772588722239781,0,9,9,20
1784,Male,Loyal Customer,41,Business travel,Business,7.738052297689316,2,4,5,5,5,5,5,5,5,5,5,4.007333185232471,3.784189633918261,1,20,25,25
1785,Male,disloyal Customer,50,Business travel,Business,6.893656354602635,1,3,1,3,3,3,1,3,1,4,3,1.6094379124341003,2.302585092994046,0,3,9,3
1786,Male,Loyal Customer,9,Personal Travel,Eco,6.923628628138427,5,2,5,2,2,4,4,4,4,5,2,1.0986122886681098,2.3978952727983707,1,10,4,16
1787,Male,Loyal Customer,33,Business travel,Business,7.107425474110705,5,5,5,4,5,4,4,5,1,2,5,0.0,0.0,1,25,20,16
1788,Female,Loyal Customer,17,Personal Travel,Eco,7.266827347520591,1,5,4,4,4,4,4,4,4,4,3,0.0,0.0,1,20,16,16
1789,Female,Loyal Customer,9,Personal Travel,Eco Plus,7.722234744709607,3,4,4,4,4,4,3,4,5,5,4,2.772588722239781,2.772588722239781,1,16,16,12
1790,Male,Loyal Customer,54,Personal Travel,Eco,7.4127640174265625,2,5,2,5,5,3,5,4,3,5,5,0.0,0.0,0,10,25,15
1791,Male,Loyal Customer,36,Personal Travel,Eco,7.747164966520335,2,2,2,3,2,1,4,4,2,3,2,0.0,0.0,0,4,6,4
1792,Male,Loyal Customer,37,Personal Travel,Eco,7.855932199718614,1,1,3,2,5,3,4,5,2,4,2,5.241747015059643,5.220355825078324,0,3,10,12
1793,Female,disloyal Customer,51,Business travel,Business,7.618251097876695,4,4,4,4,4,3,2,4,4,5,4,0.0,0.0,1,16,16,6
1794,Male,disloyal Customer,49,Business travel,Business,7.429520842786462,5,1,5,1,1,5,3,5,5,4,1,0.0,0.0,1,5,1,15
1795,Male,disloyal Customer,25,Business travel,Eco,7.611347717403621,5,5,5,5,5,5,3,4,5,3,5,0.0,0.0,1,25,25,15
1796,Male,disloyal Customer,40,Business travel,Eco,7.504942068396171,1,5,1,5,5,4,5,1,5,4,5,4.30406509320417,4.394449154672439,0,5,25,20
1797,Female,Loyal Customer,13,Personal Travel,Eco,7.112327444710911,2,2,3,1,5,5,5,5,3,5,3,0.0,0.0,1,6,5,25
1798,Female,Loyal Customer,55,Business travel,Eco,6.054439346269371,3,4,2,3,3,3,3,3,2,3,1,0.0,1.3862943611198906,1,8,9,9
1799,Female,Loyal Customer,31,Business travel,Business,7.5595594960077,2,5,5,5,5,2,2,5,5,1,5,0.0,0.0,1,25,25,4
1800,Male,Loyal Customer,26,Business travel,Business,8.249836485425702,1,1,1,1,1,2,3,2,2,4,1,2.772588722239781,1.0986122886681098,0,1,1,6
1801,Female,Loyal Customer,43,Business travel,Business,7.44600149832412,4,5,4,4,5,5,4,5,4,5,5,0.0,1.6094379124341003,1,20,20,20
1802,Male,Loyal Customer,57,Personal Travel,Eco Plus,7.29641326877392,2,5,2,5,5,2,2,1,2,3,5,4.189654742026425,4.110873864173311,0,10,25,4
1803,Male,Loyal Customer,28,Business travel,Business,7.6953031349635665,2,2,2,2,2,3,5,3,3,3,2,0.0,0.0,0,4,4,15
1804,Female,Loyal Customer,52,Business travel,Business,7.98139158158007,1,4,4,4,4,4,4,4,5,4,4,3.6888794541139363,3.4657359027997265,1,16,16,16
1805,Male,Loyal Customer,40,Personal Travel,Eco,7.739794458408701,2,1,2,1,1,2,1,3,2,2,1,0.0,0.0,0,2,1,2
1806,Female,Loyal Customer,47,Business travel,Business,8.01862546504575,1,4,5,4,5,5,5,5,5,5,3,0.0,0.0,1,20,20,25
1807,Female,Loyal Customer,45,Business travel,Business,7.890582534656536,2,2,3,2,5,5,5,4,4,5,3,0.0,0.0,1,6,10,25
1808,Female,disloyal Customer,32,Business travel,Business,7.631916513071252,3,4,3,4,4,4,3,5,4,5,4,0.0,0.0,0,12,16,12
1809,Female,Loyal Customer,17,Business travel,Business,8.461257559085935,4,4,4,4,4,3,2,4,5,5,4,3.091042453358316,2.772588722239781,1,16,16,6
1810,Female,Loyal Customer,50,Business travel,Business,6.366470447731438,5,4,2,1,2,2,2,2,5,2,4,0.0,0.0,1,8,2,4
1811,Male,Loyal Customer,33,Business travel,Business,8.53817159780143,2,2,2,2,2,3,5,1,1,2,2,3.4011973816621555,3.1780538303479458,0,4,4,15
1812,Female,Loyal Customer,21,Business travel,Business,8.04012466444838,1,1,1,1,1,4,4,4,2,4,1,2.833213344056216,3.1354942159291497,0,1,1,16
1813,Male,Loyal Customer,69,Personal Travel,Eco,7.520234556474628,0,3,0,3,3,3,3,5,4,5,3,0.0,0.0,1,0,9,9
1814,Female,disloyal Customer,40,Business travel,Business,8.052614818815567,3,3,3,3,3,4,5,2,1,3,3,0.0,1.0986122886681098,0,9,9,20
1815,Male,Loyal Customer,35,Business travel,Business,6.327936783729195,5,4,4,5,4,4,4,4,4,4,5,0.0,0.0,1,16,20,16
1816,Male,Loyal Customer,25,Personal Travel,Eco,7.330405211844402,3,5,3,5,5,4,5,4,5,5,5,1.791759469228055,0.0,0,15,25,20
1817,Female,Loyal Customer,45,Business travel,Business,7.4073177104694174,3,2,5,4,5,5,5,5,5,5,4,2.9444389791664403,0.0,1,10,20,25
1818,Female,Loyal Customer,55,Personal Travel,Eco,5.402677381872279,2,3,4,4,4,4,4,4,5,4,4,0.0,0.0,1,12,16,16
1819,Female,Loyal Customer,61,Personal Travel,Eco Plus,6.391917113392602,5,4,4,4,4,3,2,4,3,4,4,4.02535169073515,3.9889840465642745,1,16,16,6
1820,Male,Loyal Customer,25,Business travel,Business,8.224431573221159,3,3,3,3,3,4,5,4,2,4,3,0.0,2.772588722239781,0,9,9,20
1821,Male,Loyal Customer,40,Business travel,Business,8.166500319155052,4,2,5,4,4,4,3,4,3,4,3,0.0,0.0,1,10,16,12
1822,Female,Loyal Customer,43,Business travel,Business,4.30406509320417,2,2,2,4,5,5,5,5,4,5,5,0.0,0.0,1,4,20,25
1823,Male,Loyal Customer,57,Business travel,Eco,7.644919344958857,4,4,4,4,4,3,2,4,1,4,4,0.0,0.0,0,16,16,6
1824,Female,Loyal Customer,45,Business travel,Business,7.359467638255621,0,4,5,5,4,4,4,4,3,4,4,0.0,0.0,1,20,20,16
1825,Male,Loyal Customer,61,Business travel,Business,6.51025834052315,2,2,4,4,2,2,2,2,4,2,4,0.0,3.091042453358316,0,8,8,4
1826,Male,Loyal Customer,47,Personal Travel,Eco,8.271548374755515,4,4,4,4,4,3,5,3,1,3,4,0.0,2.6390573296152584,0,16,16,15
1827,Female,Loyal Customer,52,Business travel,Eco,6.2878585601617845,3,4,3,4,3,3,3,3,4,3,1,0.0,0.0,0,12,12,9
1828,Female,disloyal Customer,33,Business travel,Business,7.551186867296149,3,4,3,4,4,4,4,5,4,4,4,0.0,0.0,0,12,16,16
1829,Male,Loyal Customer,48,Business travel,Business,7.948031990637284,2,3,4,3,2,2,2,2,2,2,4,3.4657359027997265,2.833213344056216,0,12,6,4
1830,Male,Loyal Customer,62,Business travel,Business,7.711996507047669,1,1,3,2,1,1,0,1,3,1,2,2.3978952727983707,2.9444389791664403,0,3,2,0
1831,Female,Loyal Customer,16,Business travel,Business,7.47477218239787,2,2,2,2,2,1,2,4,2,3,2,1.0986122886681098,1.6094379124341003,0,4,4,2
1832,Male,Loyal Customer,52,Business travel,Business,7.3783837129967145,1,5,5,5,4,4,4,4,3,4,3,0.0,0.0,1,25,20,16
1833,Male,disloyal Customer,38,Business travel,Eco,7.346655163176539,3,3,3,3,3,3,5,3,1,2,3,0.0,0.0,0,9,9,15
1834,Male,Loyal Customer,22,Business travel,Business,8.099857910737585,5,2,2,2,3,4,4,5,2,4,2,0.0,0.0,1,4,6,16
1835,Male,Loyal Customer,50,Personal Travel,Eco,7.212294468500341,4,1,4,1,1,3,5,4,4,4,1,0.0,0.0,0,4,1,15
1836,Male,Loyal Customer,53,Personal Travel,Eco,7.603897968521881,3,2,3,2,2,3,3,3,1,3,2,2.3978952727983707,3.332204510175204,0,6,4,9
1837,Male,Loyal Customer,34,Personal Travel,Eco,7.682482446534506,2,2,2,2,2,5,4,4,3,4,2,0.0,0.6931471805599453,0,4,4,20
1838,Male,Loyal Customer,71,Business travel,Eco Plus,7.537430036586509,1,1,1,1,1,3,1,3,1,3,1,4.30406509320417,4.499809670330265,0,1,1,3
1839,Male,Loyal Customer,16,Personal Travel,Eco,7.793999089503996,3,4,3,4,4,4,2,5,3,5,4,0.0,1.0986122886681098,0,12,16,8
1840,Male,Loyal Customer,54,Personal Travel,Eco,7.751475318021456,2,4,2,4,4,3,2,3,1,3,4,0.0,0.0,0,8,16,6
1841,Male,Loyal Customer,44,Business travel,Business,8.04237800517328,0,5,4,5,2,2,2,2,5,2,5,0.0,0.0,1,20,10,4
1842,Female,Loyal Customer,53,Personal Travel,Eco,6.9930151229329605,5,5,4,4,5,5,5,5,4,5,3,0.0,0.0,1,20,20,25
1843,Male,Loyal Customer,35,Business travel,Business,8.0106915391303,1,2,5,4,4,4,4,4,3,4,3,4.5217885770490405,4.532599493153256,1,10,16,16
1844,Male,Loyal Customer,45,Business travel,Business,7.505492274737424,2,2,3,5,5,5,4,5,3,5,5,3.258096538021482,2.8903717578961645,1,6,25,20
1845,Female,Loyal Customer,14,Personal Travel,Eco,8.054840221101024,5,2,4,4,4,4,4,4,4,4,5,0.0,0.0,1,8,16,16
1846,Male,disloyal Customer,24,Business travel,Eco,7.597396320212795,3,5,3,5,5,5,2,4,5,1,5,0.0,0.0,0,15,25,10
1847,Male,Loyal Customer,30,Personal Travel,Eco,7.311886164077165,2,2,2,2,2,5,3,5,3,5,2,3.091042453358316,3.258096538021482,0,4,4,15
1848,Female,Loyal Customer,33,Personal Travel,Eco,7.421177528595393,2,4,5,5,5,5,5,4,4,5,3,0.0,2.70805020110221,1,20,25,25
1849,Male,Loyal Customer,32,Business travel,Eco,7.367708572374371,3,3,3,3,3,2,4,4,1,3,3,4.23410650459726,4.02535169073515,0,9,9,8
1850,Female,Loyal Customer,51,Business travel,Business,8.250620082174692,2,5,3,2,2,2,2,2,1,2,1,0.0,0.0,0,15,4,4
1851,Female,Loyal Customer,57,Business travel,Business,7.847762537473608,5,5,5,4,5,5,5,5,4,5,4,4.465908118654584,4.477336814478207,1,25,20,25
1852,Male,Loyal Customer,57,Business travel,Business,6.876264611890766,2,3,4,5,1,1,2,1,4,1,5,2.5649493574615367,2.3978952727983707,1,12,5,2
1853,Female,Loyal Customer,60,Business travel,Business,6.876264611890766,4,3,5,5,5,5,5,5,4,5,3,0.0,0.0,1,15,25,25
1854,Male,Loyal Customer,31,Personal Travel,Eco,7.3833681469923835,5,3,5,3,3,5,5,4,5,4,3,0.0,0.0,1,15,9,25
1855,Female,disloyal Customer,34,Business travel,Eco,7.121252453244542,2,5,2,5,5,1,1,3,1,3,5,0.0,0.0,0,10,25,1
1856,Female,disloyal Customer,37,Business travel,Eco,7.311886164077165,1,2,1,2,2,2,4,3,2,3,2,0.0,0.0,0,2,4,8
1857,Male,Loyal Customer,36,Business travel,Business,7.597897950521784,2,3,4,4,4,4,4,4,1,4,1,0.0,0.0,1,12,16,16
1858,Male,Loyal Customer,52,Business travel,Business,6.840546529288687,3,2,4,4,5,5,5,5,4,5,3,3.5553480614894135,3.8918202981106265,1,8,20,25
1859,Female,disloyal Customer,23,Business travel,Eco,7.651595573857601,4,4,4,4,4,3,5,1,5,4,4,4.477336814478207,4.406719247264253,0,16,16,15
1860,Female,Loyal Customer,28,Business travel,Eco,7.750614732770409,5,5,5,5,5,2,4,2,3,4,5,0.0,0.0,1,25,25,8
1861,Female,Loyal Customer,34,Personal Travel,Eco,7.546446273746024,1,5,5,2,4,4,4,4,1,4,5,4.736198448394496,4.574710978503383,1,25,8,16
1862,Female,Loyal Customer,20,Business travel,Business,8.153349757998892,3,3,4,3,3,5,4,5,4,5,3,0.0,0.0,1,12,9,20
1863,Male,Loyal Customer,36,Personal Travel,Eco,8.045267716607803,5,4,5,4,4,3,3,4,5,5,4,0.0,0.0,1,20,16,9
1864,Female,disloyal Customer,46,Business travel,Business,7.793999089503996,3,4,3,4,4,4,4,3,3,4,4,0.0,0.0,1,12,16,16
1865,Male,Loyal Customer,23,Business travel,Business,8.010027528481734,5,5,5,5,5,4,5,4,3,4,5,0.0,0.0,1,25,25,20
1866,Female,disloyal Customer,38,Business travel,Eco,7.81035268372429,1,4,2,4,4,4,1,4,1,3,4,0.0,2.9444389791664403,0,8,16,4
1867,Female,Loyal Customer,18,Personal Travel,Eco,8.053887083618223,4,3,4,5,4,4,4,4,3,4,4,0.0,0.0,1,12,20,16
1868,Female,Loyal Customer,17,Personal Travel,Eco,7.865955413933502,4,4,3,4,4,4,5,5,3,5,4,3.044522437723423,3.2188758248682006,0,12,16,20
1869,Male,Loyal Customer,45,Business travel,Business,7.647308832356238,3,4,4,4,3,3,4,3,5,3,4,3.4657359027997265,2.70805020110221,1,16,12,12
1870,Female,Loyal Customer,53,Personal Travel,Eco,5.53338948872752,0,4,4,4,1,1,1,1,3,1,1,1.0986122886681098,1.791759469228055,1,16,4,1
1871,Female,Loyal Customer,42,Business travel,Business,6.840546529288687,3,3,3,4,5,5,5,5,4,5,2,2.1972245773362196,2.1972245773362196,1,9,20,25
1872,Male,disloyal Customer,30,Business travel,Eco Plus,7.5569505720129,4,2,4,2,2,3,1,3,3,3,2,2.9444389791664403,3.4965075614664802,0,8,4,3
1873,Male,disloyal Customer,27,Business travel,Eco,7.511524648390866,2,5,2,5,5,1,3,4,1,3,5,2.3978952727983707,0.0,0,10,25,3
1874,Female,Loyal Customer,27,Business travel,Business,8.252967195000798,1,2,2,2,2,5,4,5,5,4,2,0.0,0.0,1,4,4,20
1875,Female,disloyal Customer,27,Business travel,Eco,7.682943169878292,4,4,4,4,4,5,2,4,2,4,4,2.8903717578961645,1.3862943611198906,0,16,16,10
1876,Female,Loyal Customer,61,Business travel,Business,8.130647968160584,1,5,4,3,3,3,3,1,2,3,4,0.0,0.0,0,20,9,9
1877,Male,Loyal Customer,44,Business travel,Business,6.697034247666484,1,2,4,4,4,4,4,4,4,4,4,3.044522437723423,1.9459101490553132,1,8,16,16
1878,Male,Loyal Customer,62,Personal Travel,Eco,7.362010551259734,5,5,5,2,5,3,4,5,5,5,5,2.302585092994046,0.0,1,25,10,12
1879,Female,Loyal Customer,41,Personal Travel,Eco,7.817222785508166,3,5,4,3,4,4,4,4,1,4,3,2.302585092994046,2.302585092994046,1,20,12,16
1880,Female,disloyal Customer,35,Business travel,Eco,8.010359588919783,2,5,2,5,5,3,4,4,3,4,5,0.0,0.0,0,10,25,12
1881,Male,disloyal Customer,22,Business travel,Eco,7.356918242356021,2,5,2,5,5,4,5,4,5,4,5,3.828641396489095,3.828641396489095,0,10,25,20
1882,Male,Loyal Customer,14,Business travel,Business,8.348064228408266,1,1,1,1,1,3,1,4,2,4,1,3.6888794541139363,4.127134385045092,0,1,1,3
1883,Female,Loyal Customer,48,Business travel,Eco,7.384610383176974,3,3,3,2,2,2,3,2,1,2,1,4.276666119016055,4.5217885770490405,0,9,4,6
1884,Male,Loyal Customer,49,Business travel,Business,5.953243334287785,0,3,4,5,4,4,4,4,3,4,3,0.0,0.0,1,12,20,16
1885,Female,Loyal Customer,51,Business travel,Business,8.199738960630786,4,2,5,4,5,5,5,5,3,5,5,1.6094379124341003,0.0,1,10,20,25
1886,Male,Loyal Customer,46,Business travel,Business,7.940939762327791,5,3,5,4,5,5,5,5,4,5,4,0.0,0.0,1,15,20,25
1887,Female,Loyal Customer,47,Business travel,Eco,7.565793282428515,1,5,2,4,1,1,1,1,2,1,4,0.0,3.332204510175204,0,10,4,1
1888,Female,disloyal Customer,42,Business travel,Eco Plus,7.893198869544609,3,5,3,5,5,2,1,3,3,4,5,0.0,0.0,0,15,25,2
1889,Female,disloyal Customer,40,Business travel,Business,7.652070746116482,4,5,4,5,5,1,1,5,2,5,5,0.0,0.0,0,20,25,1
1890,Female,Loyal Customer,48,Business travel,Business,7.718685495198466,4,4,4,4,1,1,3,2,4,1,4,5.5053315359323625,5.442417710521793,0,16,4,3
1891,Male,Loyal Customer,17,Personal Travel,Eco,7.933079771880415,2,1,2,1,1,3,5,3,3,2,1,0.0,0.0,0,2,1,15
1892,Male,Loyal Customer,7,Personal Travel,Eco,7.311218384419629,3,2,3,2,2,3,3,5,5,4,2,3.258096538021482,2.4849066497880004,0,6,4,9
1893,Female,Loyal Customer,65,Personal Travel,Eco,7.763871287820222,2,3,3,3,5,3,5,5,3,5,3,1.791759469228055,2.302585092994046,1,9,15,15
1894,Male,disloyal Customer,27,Business travel,Business,7.563719668414366,5,1,5,1,1,4,5,5,4,4,1,0.6931471805599453,0.0,1,5,1,20
1895,Male,Loyal Customer,48,Personal Travel,Eco Plus,7.627544390488503,2,1,2,1,1,4,5,4,4,4,1,0.0,0.0,0,2,1,20
1896,Female,Loyal Customer,21,Business travel,Business,8.071218539969863,4,5,5,5,5,3,4,4,4,5,5,0.0,0.0,1,25,25,12
1897,Male,Loyal Customer,56,Business travel,Business,7.576097340623111,1,2,5,4,4,4,4,4,4,4,3,0.0,0.0,1,10,16,16
1898,Male,Loyal Customer,52,Personal Travel,Eco,7.613818684808629,1,1,1,1,1,1,5,4,3,4,1,0.0,1.9459101490553132,0,1,1,5
1899,Male,Loyal Customer,54,Business travel,Business,7.560080465021827,5,2,5,4,3,3,4,3,4,3,4,3.4011973816621555,3.258096538021482,1,10,12,12
1900,Male,disloyal Customer,29,Business travel,Business,7.56734567601324,3,1,3,5,1,3,4,5,4,5,1,0.0,0.0,0,3,5,12
1901,Male,Loyal Customer,53,Business travel,Business,5.963579343618446,1,3,4,5,4,4,4,4,3,4,3,0.0,0.0,1,12,20,16
1902,Male,Loyal Customer,22,Business travel,Business,7.995306620290822,1,4,4,1,4,4,3,3,4,3,4,0.0,0.0,0,16,4,12
1903,Male,Loyal Customer,28,Business travel,Business,7.447751280047908,4,2,2,2,2,4,4,5,4,2,2,0.0,0.0,1,4,4,16
1904,Male,Loyal Customer,58,Business travel,Business,7.72356247227797,1,5,4,5,4,4,4,4,4,4,3,1.9459101490553132,1.3862943611198906,1,20,20,16
1905,Female,disloyal Customer,21,Business travel,Eco,7.297091005160418,3,4,4,4,4,1,4,3,2,4,4,4.770684624465665,4.74493212836325,0,16,16,4
1906,Male,Loyal Customer,33,Business travel,Eco,6.86484777797086,4,4,4,4,4,2,5,1,2,3,4,0.0,0.0,1,16,16,10
1907,Female,Loyal Customer,67,Business travel,Business,7.208600337960199,3,3,3,3,3,3,3,3,4,3,1,4.356708826689592,4.110873864173311,0,9,9,9
1908,Male,Loyal Customer,52,Business travel,Business,7.944492163932159,2,4,5,4,4,4,4,4,4,4,3,0.0,0.0,1,20,16,16
1909,Male,Loyal Customer,51,Personal Travel,Eco,7.780720886117918,5,1,5,1,1,4,5,4,4,4,1,0.0,0.6931471805599453,1,5,1,20
1910,Female,Loyal Customer,53,Business travel,Business,7.783224016336037,2,4,4,4,4,4,4,4,5,4,3,0.0,0.0,1,16,16,16
1911,Male,Loyal Customer,57,Personal Travel,Eco,7.450660796211539,4,4,4,4,4,4,5,1,4,1,4,1.3862943611198906,0.0,1,16,16,20
1912,Male,Loyal Customer,39,Business travel,Business,8.219056661060598,4,4,5,4,4,4,4,4,5,4,3,1.9459101490553132,2.0794415416798357,1,20,16,16
1913,Male,Loyal Customer,53,Personal Travel,Eco,7.658227526161352,4,3,4,3,3,4,5,3,3,4,3,0.6931471805599453,0.0,1,12,9,20
1914,Male,Loyal Customer,22,Business travel,Business,8.291295851905407,3,4,4,4,4,1,4,5,5,4,4,0.0,0.0,1,16,16,4
1915,Male,Loyal Customer,25,Business travel,Business,7.811163385025279,4,4,5,4,4,3,5,4,3,5,4,0.0,0.0,1,20,16,15
1916,Female,Loyal Customer,30,Business travel,Business,8.035926369891792,3,3,3,3,3,1,4,3,2,2,3,0.0,0.0,0,9,9,4
1917,Female,disloyal Customer,45,Personal Travel,Eco,7.247080584585756,1,5,0,5,5,2,3,4,3,5,5,2.70805020110221,2.0794415416798357,0,0,25,6
1918,Male,Loyal Customer,46,Business travel,Eco,7.186144304522325,4,4,4,4,4,1,3,2,4,2,4,0.0,0.0,1,16,16,3
1919,Male,Loyal Customer,53,Business travel,Eco,8.045908742270779,3,3,3,3,3,4,1,3,3,3,3,2.4849066497880004,0.0,0,9,9,4
1920,Male,disloyal Customer,44,Business travel,Eco,7.690743163541872,3,4,3,4,4,4,1,4,3,3,4,3.6635616461296463,3.332204510175204,0,12,16,4
